ID	Term	Type	Preferred_form
ECK120004182	b3133	GENE	b3133
ECK120004183	b3134	GENE	b3134
ECK120002380	b3135	GENE	b3135
ECK120004184	b3136	GENE	b3136
ECK120002381	b3137	GENE	b3137
ECK120002382	b3138	GENE	b3138
ECK120002383	b3139	GENE	b3139
ECK120004185	b3140	GENE	b3140
ECK120004186	b3141	GENE	b3141
ECK120004187	b3142	GENE	b3142
ECK120004188	b3143	GENE	b3143
ECK120004189	b3144	GENE	b3144
ECK120004190	b3145	GENE	b3145
ECK120004191	b3146	GENE	b3146
ECK120004192	b3147	GENE	b3147
ECK120004193	b3148	GENE	b3148
ECK120002384	b3149	GENE	b3149
ECK120004194	b3150	GENE	b3150
ECK120004195	b3151	GENE	b3151
ECK120004196	b3152	GENE	b3152
ECK120004197	b3153	GENE	b3153
ECK120004198	b3154	GENE	b3154
ECK120004199	b3155	GENE	b3155
ECK120004200	b3156	GENE	b3156
ECK120004201	b3157	GENE	b3157
ECK120004202	b3158	GENE	b3158
ECK120004203	b3159	GENE	b3159
ECK120004204	b3160	GENE	b3160
ECK120000610	b3161	GENE	b3161
ECK120000209	b3162	GENE	b3162
ECK120002239	b3163	GENE	b3163
ECK120000734	b3164	GENE	b3164
ECK120000905	b3165	GENE	b3165
ECK120001159	b3166	GENE	b3166
ECK120001160	b3167	GENE	b3167
ECK120000498	b3168	GENE	b3168
ECK120000658	b3169	GENE	b3169
ECK120001161	b3170	GENE	b3170
ECK120002503	b3171	GENE	b3171
ECK120000064	b3172	GENE	b3172
ECK120004205	b3173	GENE	b3173
ECK120002492	b3174	GENE	b3174
ECK120002000	b3175	GENE	b3175
ECK120001506	b3176	GENE	b3176
ECK120002570	b3177	GENE	b3177
ECK120001462	b3178	GENE	b3178
ECK120001463	b3179	GENE	b3179
ECK120002385	b3180	GENE	b3180
ECK120000408	b3181	GENE	b3181
ECK120000196	b3182	GENE	b3182
ECK120004206	b3183	GENE	b3183
ECK120001455	b3184	GENE	b3184
ECK120002561	b3185	GENE	b3185
ECK120002560	b3186	GENE	b3186
ECK120000015	b3187	GENE	b3187
ECK120000649	b3188	GENE	b3188
ECK120001327	b3189	GENE	b3189
ECK120004207	b3190	GENE	b3190
ECK120004208	b3191	GENE	b3191
ECK120004209	b3192	GENE	b3192
ECK120002386	b3193	GENE	b3193
ECK120002387	b3194	GENE	b3194
ECK120002388	b3195	GENE	b3195
ECK120002389	b3196	GENE	b3196
ECK120004210	b3197	GENE	b3197
ECK120004211	b3198	GENE	b3198
ECK120004212	b3199	GENE	b3199
ECK120004213	b3200	GENE	b3200
ECK120001623	b3201	GENE	b3201
ECK120000889	b3202	GENE	b3202
ECK120001624	b3203	GENE	b3203
ECK120001625	b3204	GENE	b3204
ECK120002046	b3205	GENE	b3205
ECK120002047	b3206	GENE	b3206
ECK120004214	b3207	GENE	b3207
ECK120004215	b3208	GENE	b3208
ECK120001350	b3209	GENE	b3209
ECK120000058	b3210	GENE	b3210
ECK120004216	b3211	GENE	b3211
ECK120000396	b3212	GENE	b3212
ECK120000397	b3213	GENE	b3213
ECK120001469	b3214	GENE	b3214
ECK120001470	b3215	GENE	b3215
ECK120004217	b3216	GENE	b3216
ECK120004218	b3217	GENE	b3217
ECK120004219	b3218	GENE	b3218
ECK120004220	b3219	GENE	b3219
ECK120004221	b3220	GENE	b3220
ECK120004222	b3221	GENE	b3221
ECK120004223	b3222	GENE	b3222
ECK120004224	b3223	GENE	b3223
ECK120002695	b3224	GENE	b3224
ECK120000630	b3225	GENE	b3225
ECK120004225	b3226	GENE	b3226
ECK120004226	b3227	GENE	b3227
ECK120000967	b3228	GENE	b3228
ECK120000966	b3229	GENE	b3229
ECK120000899	b3230	GENE	b3230
ECK120000865	b3231	GENE	b3231
ECK120004227	b3232	GENE	b3232
ECK120004228	b3233	GENE	b3233
ECK120004229	b3234	GENE	b3234
ECK120001596	b3235	GENE	b3235
ECK120000569	b3236	GENE	b3236
ECK120000066	b3237	GENE	b3237
ECK120004230	b3238	GENE	b3238
ECK120004231	b3239	GENE	b3239
ECK120004232	b3240	GENE	b3240
ECK120004233	b3241	GENE	b3241
ECK120004234	b3242	GENE	b3242
ECK120004235	b3243	GENE	b3243
ECK120004236	b3244	GENE	b3244
ECK120001272	b3247	GENE	b3247
ECK120001271	b3248	GENE	b3248
ECK120000603	b3249	GENE	b3249
ECK120000602	b3250	GENE	b3250
ECK120000601	b3251	GENE	b3251
ECK120000016	b3252	GENE	b3252
ECK120001286	b3253	GENE	b3253
ECK120000269	b3255	GENE	b3255
ECK120000270	b3256	GENE	b3256
ECK120004239	b3257	GENE	b3257
ECK120000678	b3258	GENE	b3258
ECK120001453	b3259	GENE	b3259
ECK120001282	b3260	GENE	b3260
ECK120000311	b3261	GENE	b3261
ECK120001454	b3262	GENE	b3262
ECK120004240	b3263	GENE	b3263
ECK120001680	b3264	GENE	b3264
ECK120000260	b3265	GENE	b3265
ECK120000261	b3266	GENE	b3266
ECK120004241	b3267	GENE	b3267
ECK120002391	b3268	GENE	b3268
ECK120002392	b3269	GENE	b3269
ECK120002393	b3270	GENE	b3270
ECK120002394	b3271	GENE	b3271
ECK120002533	b3272	GENE	b3272
ECK120002545	b3273	GENE	b3273
ECK120002515	b3274	GENE	b3274
ECK120002522	b3275	GENE	b3275
ECK120002452	b3276	GENE	b3276
ECK120002486	b3277	GENE	b3277
ECK120002529	b3278	GENE	b3278
ECK120004242	b3279	GENE	b3279
ECK120004243	b3280	GENE	b3280
ECK120000073	b3281	GENE	b3281
ECK120004244	b3282	GENE	b3282
ECK120004245	b3283	GENE	b3283
ECK120001553	b3284	GENE	b3284
ECK120001404	b3287	GENE	b3287
ECK120001242	b3288	GENE	b3288
ECK120002059	b3289	GENE	b3289
ECK120001008	b3290	GENE	b3290
ECK120001162	b3291	GENE	b3291
ECK120001894	b3292	GENE	b3292
ECK120001895	b3293	GENE	b3293
ECK120000869	b3294	GENE	b3294
ECK120000884	b3295	GENE	b3295
ECK120000894	b3296	GENE	b3296
ECK120000901	b3297	GENE	b3297
ECK120000903	b3298	GENE	b3298
ECK120001210	b3299	GENE	b3299
ECK120000757	b3300	GENE	b3300
ECK120000867	b3301	GENE	b3301
ECK120000879	b3302	GENE	b3302
ECK120000895	b3303	GENE	b3303
ECK120000870	b3304	GENE	b3304
ECK120000860	b3305	GENE	b3305
ECK120000898	b3306	GENE	b3306
ECK120000904	b3307	GENE	b3307
ECK120000859	b3308	GENE	b3308
ECK120000875	b3309	GENE	b3309
ECK120000866	b3310	GENE	b3310
ECK120000907	b3311	GENE	b3311
ECK120000878	b3312	GENE	b3312
ECK120000868	b3313	GENE	b3313
ECK120000893	b3314	GENE	b3314
ECK120000873	b3315	GENE	b3315
ECK120000909	b3316	GENE	b3316
ECK120000856	b3317	GENE	b3317
ECK120000874	b3318	GENE	b3318
ECK120000858	b3319	GENE	b3319
ECK120000857	b3320	GENE	b3320
ECK120000900	b3321	GENE	b3321
ECK120001238	b3322	GENE	b3322
ECK120004246	b3323	GENE	b3323
ECK120004247	b3324	GENE	b3324
ECK120004248	b3325	GENE	b3325
ECK120004249	b3326	GENE	b3326
ECK120004250	b3327	GENE	b3327
ECK120004251	b3328	GENE	b3328
ECK120004252	b3329	GENE	b3329
ECK120004253	b3330	GENE	b3330
ECK120004254	b3331	GENE	b3331
ECK120004255	b3332	GENE	b3332
ECK120004256	b3333	GENE	b3333
ECK120002068	b3334	GENE	b3334
ECK120001328	b3335	GENE	b3335
ECK120000109	b3336	GENE	b3336
ECK120001163	b3337	GENE	b3337
ECK120001215	b3338	GENE	b3338
ECK120001025	b3339	GENE	b3339
ECK120000353	b3340	GENE	b3340
ECK120000897	b3341	GENE	b3341
ECK120000902	b3342	GENE	b3342
ECK120004257	b3343	GENE	b3343
ECK120004258	b3344	GENE	b3344
ECK120004259	b3345	GENE	b3345
ECK120004260	b3346	GENE	b3346
ECK120004261	b3347	GENE	b3347
ECK120001607	b3348	GENE	b3348
ECK120001606	b3349	GENE	b3349
ECK120002444	b3350	GENE	b3350
ECK120004262	b3351	GENE	b3351
ECK120002423	b3352	GENE	b3352
ECK120004263	b3353	GENE	b3353
ECK120004264	b3354	GENE	b3354
ECK120002233	b3355	GENE	b3355
ECK120001164	b3356	GENE	b3356
ECK120000160	b3357	GENE	b3357
ECK120004265	b3358	GENE	b3358
ECK120000062	b3359	GENE	b3359
ECK120000675	b3360	GENE	b3360
ECK120000301	b3361	GENE	b3361
ECK120002242	b3362	GENE	b3362
ECK120000748	b3363	GENE	b3363
ECK120001237	b3364	GENE	b3364
ECK120000646	b3365	GENE	b3365
ECK120000648	b3366	GENE	b3366
ECK120000647	b3367	GENE	b3367
ECK120000183	b3368	GENE	b3368
ECK120004266	b3369	GENE	b3369
ECK120002424	b3370	GENE	b3370
ECK120004267	b3371	GENE	b3371
ECK120004269	b3374	GENE	b3374
ECK120004270	b3375	GENE	b3375
ECK120004271	b3376	GENE	b3376
ECK120004272	b3377	GENE	b3377
ECK120004273	b3378	GENE	b3378
ECK120004274	b3379	GENE	b3379
ECK120004275	b3380	GENE	b3380
ECK120004276	b3381	GENE	b3381
ECK120004277	b3382	GENE	b3382
ECK120004278	b3383	GENE	b3383
ECK120001019	b3384	GENE	b3384
ECK120001802	b3385	GENE	b3385
ECK120004466	b3386	GENE	b3386
ECK120000198	b3387	GENE	b3387
ECK120001165	b3388	GENE	b3388
ECK120000070	b3389	GENE	b3389
ECK120000077	b3390	GENE	b3390
ECK120002017	b3391	GENE	b3391
ECK120004279	b3392	GENE	b3392
ECK120004280	b3393	GENE	b3393
ECK120004281	b3394	GENE	b3394
ECK120004282	b3395	GENE	b3395
ECK120000739	b3396	GENE	b3396
ECK120004283	b3397	GENE	b3397
ECK120004284	b3398	GENE	b3398
ECK120004285	b3399	GENE	b3399
ECK120004286	b3400	GENE	b3400
ECK120004287	b3401	GENE	b3401
ECK120004288	b3402	GENE	b3402
ECK120000681	b3403	GENE	b3403
ECK120000263	b3404	GENE	b3404
ECK120000665	b3405	GENE	b3405
ECK120001530	b3406	GENE	b3406
ECK120004289	b3407	GENE	b3407
ECK120002006	b3408	GENE	b3408
ECK120002007	b3409	GENE	b3409
ECK120002425	b3410	GENE	b3410
ECK120001688	b3411	GENE	b3411
ECK120000118	b3412	GENE	b3412
ECK120004290	b3413	GENE	b3413
ECK120004291	b3414	GENE	b3414
ECK120002247	b3415	GENE	b3415
ECK120000554	b3416	GENE	b3416
ECK120000553	b3417	GENE	b3417
ECK120000555	b3418	GENE	b3418
ECK120004293	b3421	GENE	b3421
ECK120002224	b3422	GENE	b3422
ECK120000393	b3423	GENE	b3423
ECK120000390	b3424	GENE	b3424
ECK120000388	b3425	GENE	b3425
ECK120000387	b3426	GENE	b3426
ECK120004294	b3427	GENE	b3427
ECK120000373	b3428	GENE	b3428
ECK120000370	b3429	GENE	b3429
ECK120000372	b3430	GENE	b3430
ECK120000374	b3431	GENE	b3431
ECK120000371	b3432	GENE	b3432
ECK120000084	b3433	GENE	b3433
ECK120004295	b3434	GENE	b3434
ECK120002341	b3437	GENE	b3437
ECK120002342	b3438	GENE	b3438
ECK120004296	b3439	GENE	b3439
ECK120004297	b3440	GENE	b3440
ECK120004298	b3441	GENE	b3441
ECK120004299	b3442	GENE	b3442
ECK120004301	b3444	GENE	b3444
ECK120004302	b3445	GENE	b3445
ECK120004303	b3446	GENE	b3446
ECK120000367	b3447	GENE	b3447
ECK120001166	b3448	GENE	b3448
ECK120001039	b3449	GENE	b3449
ECK120001037	b3450	GENE	b3450
ECK120001038	b3451	GENE	b3451
ECK120001035	b3452	GENE	b3452
ECK120001036	b3453	GENE	b3453
ECK120000529	b3454	GENE	b3454
ECK120000530	b3455	GENE	b3455
ECK120000534	b3456	GENE	b3456
ECK120000531	b3457	GENE	b3457
ECK120000533	b3458	GENE	b3458
ECK120002098	b3459	GENE	b3459
ECK120000532	b3460	GENE	b3460
ECK120000888	b3461	GENE	b3461
ECK120000339	b3462	GENE	b3462
ECK120000334	b3463	GENE	b3463
ECK120000340	b3464	GENE	b3464
ECK120000337	b3465	GENE	b3465
ECK120002099	b3466	GENE	b3466
ECK120002100	b3467	GENE	b3467
ECK120002101	b3468	GENE	b3468
ECK120002102	b3469	GENE	b3469
ECK120002103	b3470	GENE	b3470
ECK120002104	b3471	GENE	b3471
ECK120004304	b3472	GENE	b3472
ECK120002105	b3473	GENE	b3473
ECK120002106	b3474	GENE	b3474
ECK120002107	b3475	GENE	b3475
ECK120001981	b3476	GENE	b3476
ECK120001982	b3477	GENE	b3477
ECK120001983	b3478	GENE	b3478
ECK120001984	b3479	GENE	b3479
ECK120001985	b3480	GENE	b3480
ECK120001473	b3481	GENE	b3481
ECK120000838	b3482	GENE	b3482
ECK120001474	b3483	GENE	b3483
ECK120001479	b3484	GENE	b3484
ECK120001703	b3485	GENE	b3485
ECK120002108	b3486	GENE	b3486
ECK120002109	b3487	GENE	b3487
ECK120002110	b3488	GENE	b3488
ECK120002112	b3490	GENE	b3490
ECK120016281	b3491	GENE	b3491
ECK120002113	b3492	GENE	b3492
ECK120002114	b3493	GENE	b3493
ECK120002115	b3494	GENE	b3494
ECK120001357	b3495	GENE	b3495
ECK120002116	b3496	GENE	b3496
ECK120002117	b3497	GENE	b3497
ECK120001405	b3498	GENE	b3498
ECK120002118	b3499	GENE	b3499
ECK120000405	b3500	GENE	b3500
ECK120002119	b3501	GENE	b3501
ECK120002120	b3502	GENE	b3502
ECK120002121	b3503	GENE	b3503
ECK120002122	b3504	GENE	b3504
ECK120004305	b3505	GENE	b3505
ECK120001820	b3506	GENE	b3506
ECK120001819	b3507	GENE	b3507
ECK120001366	b3508	GENE	b3508
ECK120001365	b3509	GENE	b3509
ECK120001364	b3510	GENE	b3510
ECK120001451	b3511	GENE	b3511
ECK120001498	b3512	GENE	b3512
ECK120002123	b3513	GENE	b3513
ECK120002124	b3514	GENE	b3514
ECK120002125	b3515	GENE	b3515
ECK120002126	b3516	GENE	b3516
ECK120002568	b3517	GENE	b3517
ECK120002127	b3518	GENE	b3518
ECK120002128	b3519	GENE	b3519
ECK120002129	b3520	GENE	b3520
ECK120002130	b3521	GENE	b3521
ECK120002131	b3522	GENE	b3522
ECK120002132	b3523	GENE	b3523
ECK120002133	b3524	GENE	b3524
ECK120002134	b3525	GENE	b3525
ECK120002135	b3526	GENE	b3526
ECK120002136	b3527	GENE	b3527
ECK120002437	b3528	GENE	b3528
ECK120002137	b3529	GENE	b3529
ECK120002138	b3530	GENE	b3530
ECK120002139	b3531	GENE	b3531
ECK120002140	b3532	GENE	b3532
ECK120002141	b3533	GENE	b3533
ECK120002142	b3534	GENE	b3534
ECK120002143	b3535	GENE	b3535
ECK120002144	b3536	GENE	b3536
ECK120002145	b3537	GENE	b3537
ECK120002146	b3538	GENE	b3538
ECK120002147	b3539	GENE	b3539
ECK120002340	b3540	GENE	b3540
ECK120002339	b3541	GENE	b3541
ECK120002338	b3542	GENE	b3542
ECK120002337	b3543	GENE	b3543
ECK120000242	b3544	GENE	b3544
ECK120002508	b3545	GENE	b3545
ECK120002148	b3546	GENE	b3546
ECK120002149	b3547	GENE	b3547
ECK120002150	b3548	GENE	b3548
ECK120000975	b3549	GENE	b3549
ECK120002151	b3550	GENE	b3550
ECK120000120	b3551	GENE	b3551
ECK120002152	b3552	GENE	b3552
ECK120002153	b3553	GENE	b3553
ECK120002154	b3554	GENE	b3554
ECK120002336	b3555	GENE	b3555
ECK120000162	b3556	GENE	b3556
ECK120004306	b3557	GENE	b3557
ECK120004307	b3558	GENE	b3558
ECK120000403	b3559	GENE	b3559
ECK120000402	b3560	GENE	b3560
ECK120002155	b3561	GENE	b3561
ECK120001167	b3562	GENE	b3562
ECK120001241	b3563	GENE	b3563
ECK120001064	b3564	GENE	b3564
ECK120001063	b3565	GENE	b3565
ECK120002448	b3566	GENE	b3566
ECK120002156	b3567	GENE	b3567
ECK120002157	b3568	GENE	b3568
ECK120002449	b3569	GENE	b3569
ECK120001329	b3570	GENE	b3570
ECK120001287	b3571	GENE	b3571
ECK120000103	b3572	GENE	b3572
ECK120002158	b3573	GENE	b3573
ECK120002159	b3574	GENE	b3574
ECK120002160	b3575	GENE	b3575
ECK120002161	b3576	GENE	b3576
ECK120002162	b3577	GENE	b3577
ECK120002163	b3578	GENE	b3578
ECK120002164	b3579	GENE	b3579
ECK120002165	b3580	GENE	b3580
ECK120002166	b3581	GENE	b3581
ECK120002167	b3582	GENE	b3582
ECK120002168	b3583	GENE	b3583
ECK120002169	b3584	GENE	b3584
ECK120002170	b3585	GENE	b3585
ECK120002171	b3586	GENE	b3586
ECK120002172	b3587	GENE	b3587
ECK120002173	b3588	GENE	b3588
ECK120002174	b3589	GENE	b3589
ECK120000931	b3590	GENE	b3590
ECK120000930	b3591	GENE	b3591
ECK120001698	b3592	GENE	b3592
ECK120000837	b3593	GENE	b3593
ECK120001168	b3594	GENE	b3594
ECK120001702	b3595	GENE	b3595
ECK120001699	b3596	GENE	b3596
ECK120001700	b3597	GENE	b3597
ECK120001701	b3598	GENE	b3598
ECK120000608	b3599	GENE	b3599
ECK120000609	b3600	GENE	b3600
ECK120001891	b3601	GENE	b3601
ECK120001890	b3602	GENE	b3602
ECK120001887	b3603	GENE	b3603
ECK120001888	b3604	GENE	b3604
ECK120001889	b3605	GENE	b3605
ECK120001818	b3606	GENE	b3606
ECK120000182	b3607	GENE	b3607
ECK120002442	b3608	GENE	b3608
ECK120000926	b3609	GENE	b3609
ECK120002175	b3610	GENE	b3610
ECK120002176	b3611	GENE	b3611
ECK120002177	b3612	GENE	b3612
ECK120002178	b3613	GENE	b3613
ECK120002179	b3614	GENE	b3614
ECK120001240	b3615	GENE	b3615
ECK120000982	b3616	GENE	b3616
ECK120000505	b3617	GENE	b3617
ECK120001169	b3618	GENE	b3618
ECK120000829	b3619	GENE	b3619
ECK120002097	b3620	GENE	b3620
ECK120001170	b3621	GENE	b3621
ECK120001388	b3622	GENE	b3622
ECK120001387	b3623	GENE	b3623
ECK120001390	b3624	GENE	b3624
ECK120001389	b3625	GENE	b3625
ECK120001322	b3626	GENE	b3626
ECK120001321	b3627	GENE	b3627
ECK120001320	b3628	GENE	b3628
ECK120001319	b3629	GENE	b3629
ECK120001311	b3630	GENE	b3630
ECK120001310	b3631	GENE	b3631
ECK120001312	b3632	GENE	b3632
ECK120000513	b3633	GENE	b3633
ECK120001171	b3634	GENE	b3634
ECK120000323	b3635	GENE	b3635
ECK120000882	b3636	GENE	b3636
ECK120000877	b3637	GENE	b3637
ECK120001283	b3638	GENE	b3638
ECK120000004	b3639	GENE	b3639
ECK120000245	b3640	GENE	b3640
ECK120001172	b3641	GENE	b3641
ECK120000799	b3642	GENE	b3642
ECK120000854	b3643	GENE	b3643
ECK120001173	b3644	GENE	b3644
ECK120001174	b3645	GENE	b3645
ECK120001626	b3646	GENE	b3646
ECK120001305	b3647	GENE	b3647
ECK120000954	b3648	GENE	b3648
ECK120000890	b3649	GENE	b3649
ECK120000955	b3650	GENE	b3650
ECK120000956	b3651	GENE	b3651
ECK120000820	b3652	GENE	b3652
ECK120000399	b3653	GENE	b3653
ECK120001175	b3654	GENE	b3654
ECK120001627	b3655	GENE	b3655
ECK120001628	b3656	GENE	b3656
ECK120001629	b3657	GENE	b3657
ECK120002534	b3658	GENE	b3658
ECK120001630	b3659	GENE	b3659
ECK120001631	b3660	GENE	b3660
ECK120000650	b3661	GENE	b3661
ECK120001632	b3662	GENE	b3662
ECK120001633	b3663	GENE	b3663
ECK120001634	b3664	GENE	b3664
ECK120001635	b3665	GENE	b3665
ECK120001043	b3666	GENE	b3666
ECK120001042	b3667	GENE	b3667
ECK120001041	b3668	GENE	b3668
ECK120001040	b3669	GENE	b3669
ECK120000495	b3670	GENE	b3670
ECK120000487	b3671	GENE	b3671
ECK120001249	b3672	GENE	b3672
ECK120001636	b3673	GENE	b3673
ECK120001637	b3674	GENE	b3674
ECK120001638	b3675	GENE	b3675
ECK120001639	b3676	GENE	b3676
ECK120001640	b3677	GENE	b3677
ECK120001648	b3678	GENE	b3678
ECK120001649	b3679	GENE	b3679
ECK120001650	b3680	GENE	b3680
ECK120001651	b3681	GENE	b3681
ECK120001652	b3682	GENE	b3682
ECK120001653	b3683	GENE	b3683
ECK120001654	b3684	GENE	b3684
ECK120001490	b3685	GENE	b3685
ECK120001489	b3686	GENE	b3686
ECK120001488	b3687	GENE	b3687
ECK120001655	b3688	GENE	b3688
ECK120001656	b3689	GENE	b3689
ECK120001657	b3690	GENE	b3690
ECK120002440	b3691	GENE	b3691
ECK120002439	b3693	GENE	b3693
ECK120001658	b3696	GENE	b3696
ECK120001176	b3697	GENE	b3697
ECK120001177	b3698	GENE	b3698
ECK120000417	b3699	GENE	b3699
ECK120000819	b3700	GENE	b3700
ECK120000236	b3701	GENE	b3701
ECK120000229	b3702	GENE	b3702
ECK120000883	b3703	GENE	b3703
ECK120000853	b3704	GENE	b3704
ECK120001178	b3705	GENE	b3705
ECK120000986	b3706	GENE	b3706
ECK120001250	b3707	GENE	b3707
ECK120000994	b3708	GENE	b3708
ECK120000995	b3709	GENE	b3709
ECK120001659	b3710	GENE	b3710
ECK120001660	b3711	GENE	b3711
ECK120001661	b3712	GENE	b3712
ECK120001662	b3713	GENE	b3713
ECK120001663	b3714	GENE	b3714
ECK120001664	b3715	GENE	b3715
ECK120001665	b3716	GENE	b3716
ECK120001666	b3717	GENE	b3717
ECK120001667	b3718	GENE	b3718
ECK120001668	b3719	GENE	b3719
ECK120001333	b3720	GENE	b3720
ECK120000110	b3721	GENE	b3721
ECK120000111	b3722	GENE	b3722
ECK120000112	b3723	GENE	b3723
ECK120000726	b3724	GENE	b3724
ECK120000774	b3725	GENE	b3725
ECK120000773	b3726	GENE	b3726
ECK120000775	b3727	GENE	b3727
ECK120000725	b3728	GENE	b3728
ECK120000375	b3729	GENE	b3729
ECK120001179	b3730	GENE	b3730
ECK120000096	b3731	GENE	b3731
ECK120000097	b3732	GENE	b3732
ECK120000100	b3733	GENE	b3733
ECK120000094	b3734	GENE	b3734
ECK120000101	b3735	GENE	b3735
ECK120000099	b3736	GENE	b3736
ECK120000098	b3737	GENE	b3737
ECK120000095	b3738	GENE	b3738
ECK120000102	b3739	GENE	b3739
ECK120000369	b3740	GENE	b3740
ECK120000368	b3741	GENE	b3741
ECK120001180	b3742	GENE	b3742
ECK120000089	b3743	GENE	b3743
ECK120000087	b3744	GENE	b3744
ECK120001669	b3745	GENE	b3745
ECK120001670	b3746	GENE	b3746
ECK120001495	b3747	GENE	b3747
ECK120000808	b3748	GENE	b3748
ECK120000805	b3749	GENE	b3749
ECK120000807	b3750	GENE	b3750
ECK120000806	b3751	GENE	b3751
ECK120000809	b3752	GENE	b3752
ECK120000810	b3753	GENE	b3753
ECK120001671	b3754	GENE	b3754
ECK120001672	b3755	GENE	b3755
ECK120002528	b3756	GENE	b3756
ECK120002475	b3757	GENE	b3757
ECK120002521	b3758	GENE	b3758
ECK120002514	b3759	GENE	b3759
ECK120002466	b3760	GENE	b3760
ECK120002547	b3761	GENE	b3761
ECK120001413	b3764	GENE	b3764
ECK120001235	b3765	GENE	b3765
ECK120001244	b3766	GENE	b3766
ECK120000494	b3769	GENE	b3769
ECK120000490	b3770	GENE	b3770
ECK120000489	b3771	GENE	b3771
ECK120000486	b3772	GENE	b3772
ECK120000496	b3773	GENE	b3773
ECK120000488	b3774	GENE	b3774
ECK120002222	b3775	GENE	b3775
ECK120004309	b3776	GENE	b3776
ECK120000828	b3778	GENE	b3778
ECK120000406	b3779	GENE	b3779
ECK120000835	b3780	GENE	b3780
ECK120001020	b3781	GENE	b3781
ECK120002284	b3782	GENE	b3782
ECK120000836	b3783	GENE	b3783
ECK120000831	b3784	GENE	b3784
ECK120001268	b3785	GENE	b3785
ECK120001414	b3786	GENE	b3786
ECK120001415	b3787	GENE	b3787
ECK120001416	b3788	GENE	b3788
ECK120001417	b3789	GENE	b3789
ECK120001418	b3790	GENE	b3790
ECK120001419	b3791	GENE	b3791
ECK120001442	b3792	GENE	b3792
ECK120001420	b3793	GENE	b3793
ECK120001421	b3794	GENE	b3794
ECK120001422	b3795	GENE	b3795
ECK120002460	b3796	GENE	b3796
ECK120002484	b3797	GENE	b3797
ECK120002491	b3798	GENE	b3798
ECK120002510	b3799	GENE	b3799
ECK120000086	b3800	GENE	b3800
ECK120000085	b3801	GENE	b3801
ECK120000427	b3802	GENE	b3802
ECK120000426	b3803	GENE	b3803
ECK120000423	b3804	GENE	b3804
ECK120000422	b3805	GENE	b3805
ECK120000166	b3806	GENE	b3806
ECK120001597	b3807	GENE	b3807
ECK120004312	b3808	GENE	b3808
ECK120000203	b3809	GENE	b3809
ECK120001181	b3810	GENE	b3810
ECK120001058	b3811	GENE	b3811
ECK120001182	b3812	GENE	b3812
ECK120001053	b3813	GENE	b3813
ECK120001425	b3816	GENE	b3816
ECK120001426	b3817	GENE	b3817
ECK120001427	b3818	GENE	b3818
ECK120001428	b3819	GENE	b3819
ECK120001429	b3820	GENE	b3820
ECK120000729	b3821	GENE	b3821
ECK120000824	b3822	GENE	b3822
ECK120001430	b3823	GENE	b3823
ECK120001431	b3824	GENE	b3824
ECK120000730	b3825	GENE	b3825
ECK120001432	b3826	GENE	b3826
ECK120001433	b3827	GENE	b3827
ECK120000584	b3828	GENE	b3828
ECK120000577	b3829	GENE	b3829
ECK120004313	b3830	GENE	b3830
ECK120001034	b3831	GENE	b3831
ECK120001434	b3832	GENE	b3832
ECK120001435	b3833	GENE	b3833
ECK120001436	b3834	GENE	b3834
ECK120001437	b3835	GENE	b3835
ECK120004314	b3836	GENE	b3836
ECK120004315	b3838	GENE	b3838
ECK120001438	b3839	GENE	b3839
ECK120000830	b3842	GENE	b3842
ECK120001363	b3843	GENE	b3843
ECK120000328	b3844	GENE	b3844
ECK120000272	b3845	GENE	b3845
ECK120000273	b3846	GENE	b3846
ECK120000690	b3847	GENE	b3847
ECK120001440	b3848	GENE	b3848
ECK120001010	b3849	GENE	b3849
ECK120001441	b3850	GENE	b3850
ECK120002526	b3851	GENE	b3851
ECK120002485	b3852	GENE	b3852
ECK120002451	b3853	GENE	b3853
ECK120002519	b3854	GENE	b3854
ECK120002512	b3855	GENE	b3855
ECK120001760	b3856	GENE	b3856
ECK120001761	b3857	GENE	b3857
ECK120001762	b3858	GENE	b3858
ECK120001763	b3859	GENE	b3859
ECK120001270	b3860	GENE	b3860
ECK120001764	b3861	GENE	b3861
ECK120001765	b3862	GENE	b3862
ECK120000737	b3863	GENE	b3863
ECK120002540	b3864	GENE	b3864
ECK120001183	b3865	GENE	b3865
ECK120001766	b3866	GENE	b3866
ECK120001767	b3867	GENE	b3867
ECK120000378	b3868	GENE	b3868
ECK120000380	b3869	GENE	b3869
ECK120000376	b3870	GENE	b3870
ECK120001768	b3871	GENE	b3871
ECK120001769	b3872	GENE	b3872
ECK120001770	b3873	GENE	b3873
ECK120001771	b3874	GENE	b3874
ECK120004316	b3875	GENE	b3875
ECK120001772	b3876	GENE	b3876
ECK120001773	b3877	GENE	b3877
ECK120001774	b3878	GENE	b3878
ECK120001775	b3879	GENE	b3879
ECK120001776	b3880	GENE	b3880
ECK120001777	b3881	GENE	b3881
ECK120001778	b3882	GENE	b3882
ECK120001779	b3883	GENE	b3883
ECK120001780	b3884	GENE	b3884
ECK120001781	b3885	GENE	b3885
ECK120001782	b3886	GENE	b3886
ECK120001783	b3887	GENE	b3887
ECK120001784	b3888	GENE	b3888
ECK120001785	b3889	GENE	b3889
ECK120001786	b3890	GENE	b3890
ECK120000278	b3891	GENE	b3891
ECK120001787	b3892	GENE	b3892
ECK120001788	b3893	GENE	b3893
ECK120001789	b3894	GENE	b3894
